movie_id,keyword
8373,imax
8373,duringcreditsstinger
91314,sequel
91314,alien
91314,transformers
91314,giant robot
91314,robot
91314,imax
91314,transforming robot
68728,circus
68728,witch
68728,magic
68728,hope
68728,illusion
68728,lost
68728,magic trick
68728,wizard
68728,3d
102382,obsession
102382,marvel comic
102382,sequel
102382,based on comic book
102382,electrocution
102382,medical experiment
102382,electricity
102382,super powers
20526,artificial intelligence
20526,secret identity
20526,computer program
20526,dystopia
20526,computer
20526,deception
20526,duel
20526,motorcycle
20526,neon light
20526,autocracy
49013,car race
49013,sequel
49013,comedy
49013,anthropomorphism
49013,best friend
49013,duringcreditsstinger
44912,dc comics
44912,transformation
44912,superhero
44912,alien
44912,alien infection
44912,magical object
44912,protector
44912,super powers
44912,origin
44912,3d
10193,hostage
10193,college
10193,toy
10193,barbie
10193,animation
10193,escape
10193,day care
10193,teddy bear
10193,duringcreditsstinger
10193,toy comes to life
10193,personification
10193,inanimate objects coming to life
10193,toy story
534,saving the world
534,artificial intelligence
534,prophecy
534,san francisco
534,cyborg
534,killer robot
534,gas station
534,post-apocalyptic
534,dystopia
534,army
534,firearm
534,wartime
534,los angeles
168259,car race
168259,speed
168259,revenge
168259,suspense
168259,car
168259,race
168259,muscle car
72190,dystopia
72190,apocalypse
72190,zombie
72190,nuclear weapons
72190,multiple perspectives
72190,zombie apocalypse
127585,1970s
127585,mutant
127585,time travel
127585,marvel comic
127585,based on comic book
127585,superhuman
127585,storm
127585,beast
127585,aftercreditsstinger
127585,changing the past or future
54138,spacecraft
54138,friendship
54138,sequel
54138,futuristic
54138,space
54138,alien
54138,imax
54138,space opera
54138,terrorist bombing
54138,3d
81005,based on fairy tale
81005,giant
64682,based on novel
64682,infidelity
64682,obsession
64682,hope
64682,3d
9543,persia
9543,sandstorm
9543,brother against brother
9543,armageddon
9543,regent
9543,based on video game
68726,dystopia
68726,giant robot
68726,giant monster
68726,apocalypse
68726,imax
68726,duringcreditsstinger
68726,3d
38356,moon
38356,spacecraft
38356,traitor
38356,bodyguard
38356,alien planet
38356,based on cartoon
38356,transformers
38356,giant robot
38356,sabotage
38356,word domination
38356,commando
38356,duringcreditsstinger
217,saving the world
217,riddle
217,whip
217,treasure
217,mexico city
217,leather jacket
217,machinegun
217,alien phenomenons
217,maya civilization
217,peru
217,treasure hunt
217,nuclear explosion
217,refrigerator
217,archaeologist
217,indiana jones
217,archeology 
105864,tyrannosaurus rex
105864,friends
105864,alternate history
105864,dinosaur
105864,fear
105864,storm
105864,nature
105864,human
105864,journey
62177,scotland
62177,rebel
62177,bravery
62177,kingdom
62177,archer
62177,wish
62177,bear
62177,scot
62177,rebellious daughter
62177,turns into animal
62177,archery
62177,ruins
62177,aftercreditsstinger
62177,peace offering
62177,woman director
62177,courage
62177,3d
188927,sequel
188927,stranded
188927,hatred
188927,space opera
10681,romantic comedy
5174,ambassador
14161,civilization
14161,natural disaster
14161,end of the world
14161,disaster
14161,apocalypse
14161,destruction
14161,volcanic eruption
14161,mayan
14161,ark
14161,solar
14161,destruction  of mankind
17979,holiday
17979,based on novel
17979,victorian england
17979,money
17979,christmas eve
17979,scrooge
17979,christmas carol
17979,ghost
17979,lesson
17979,charles dickens
17979,christmas
76757,jupiter
76757,space
76757,woman director
76757,3d
76757,interspecies romance
258489,africa
258489,feral child
258489,tarzan
258489,jungle
258489,animal attack
411,saving the world
411,witch
411,based on novel
411,brother sister relationship
411,self sacrifice
411,winter
411,cupboard
411,beaver
411,lion
411,fairy-tale figure
411,battle
411,narnia
411,fantasy world
411,duringcreditsstinger
246655,mutant
246655,supernatural powers
246655,marvel comic
246655,superhero
246655,based on comic book
246655,superhuman
246655,apocalypse
246655,superhero team
246655,world domination
246655,aftercreditsstinger
246655,1980s
155,dc comics
155,crime fighter
155,secret identity
155,scarecrow
155,sadism
155,chaos
155,gotham city
155,vigilante
155,joker
155,superhero
155,based on comic book
155,tragic hero
155,organized crime
155,criminal mastermind
155,district attorney
155,imax
155,super villain
155,super powers
155,batman
14160,age difference
14160,central and south america
14160,balloon
14160,animation
14160,floating in the air
14160,duringcreditsstinger
14160,exploring
15512,alien
15512,giant robot
15512,duringcreditsstinger
1726,middle east
1726,arms dealer
1726,malibu
1726,marvel comic
1726,superhero
1726,based on comic book
1726,tony stark
1726,iron man
1726,aftercreditsstinger
1726,marvel cinematic universe
1726,counter terrorism
1726,agent coulson
44826,library
44826,clock
44826,film director
44826,key
44826,toy
44826,boy
44826,love
44826,orphan
44826,robot
44826,automaton
44826,hiding
44826,filmmaking
44826,leg brace
44826,doberman
44826,3d
8487,steampunk
8487,based on tv series
8487,steam locomotive
8487,drag
297761,dc comics
297761,shared universe
297761,anti hero
297761,secret mission
297761,villain
297761,superhero
297761,supervillain
297761,dc extended universe
2698,father son relationship
2698,daily life
2698,married couple
2698,support
2698,father
2698,marriage
2698,faith
2698,baustelle
2698,rescue
2698,animal
2698,nature
2698,duringcreditsstinger
2698,noah's ark
137113,deja vu
137113,time warp
137113,restart
137113,dystopia
137113,war
137113,alien
137113,military officer
137113,soldier
137113,alien invasion
137113,exoskeleton
9804,ocean
9804,tattoo
9804,mutant
9804,water
9804,dystopia
9804,doomsday
14869,terrorist
14869,secret
14869,hostage
14869,technology
14869,warhead
14869,government
14869,president
14869,revenge
14869,murder
14869,attack
14869,explosion
14869,scientist
14869,lasers
14869,evil
14869,cobra
150540,dream
150540,cartoon
150540,imaginary friend
150540,animation
150540,family
150540,moving
150540,kids
150540,unicorn
150540,duringcreditsstinger
150540,3d
150540,emotions
278927,based on novel
278927,snake
278927,wolf
278927,elephant
278927,tiger
278927,feral child
278927,panther
278927,remake
278927,bear
278927,jungle
278927,talking animal
278927,orphan
278927,animal
278927,talking to animals
10138,malibu
10138,marvel comic
10138,superhero
10138,based on comic book
10138,revenge
10138,aftercreditsstinger
10138,marvel cinematic universe
58595,queen
58595,magic
58595,fairy tale
58595,immortality
58595,forest
58595,deception
58595,woman
58595,eternal youth
58595,snow white
58595,evil queen
58595,evil stepmother
58595,imprisoned
58595,sorceress
102651,fairy tale
102651,villain
102651,sleeping beauty
102651,dark fantasy
102651,based on fairy tale
102651,adaptation
102651,retelling
102651,literary adaptation
102651,3d
119450,leader
119450,colony
119450,post-apocalyptic
119450,dystopia
119450,forest
119450,sequel
119450,woods
119450,ape
119450,scientist
119450,monkey
119450,medical research
119450,animal attack
119450,plague
119450,3d
64686,japan
64686,suicide
64686,samurai
64686,based on true story
64686,samurai sword
64686,ronin
64686,shogun
64686,half breed
64686,3d
100402,washington d.c.
100402,future
100402,shield
100402,marvel comic
100402,superhero
100402,based on comic book
100402,captain america
100402,aftercreditsstinger
100402,duringcreditsstinger
100402,marvel cinematic universe
100402,3d
100402,political thriller
10192,ogre
10192,3d
158852,inventor
158852,apocalypse
158852,destiny
158852,imax
158852,dreamer
158852,futuristic car
158852,futuristic city
177572,brother brother relationship
177572,hero
177572,talent
177572,revenge
177572,best friend
177572,another dimension
177572,robot
177572,boy genius
177572,hate
177572,aftercreditsstinger
177572,moral dilemma
177572,3d
177572,teen superheroes
177572,dead brother
82690,support group
82690,product placement
82690,bullying
82690,racing
82690,arcade
82690,medal
82690,self esteem
82690,curiosity
82690,precocious child
82690,aftercreditsstinger
82690,duringcreditsstinger
82690,first person shooter
82690,glitch
82690,carefree
82690,video gamer
82690,q*bert
82690,interrupted wedding
82690,social reject
5255,santa claus
5255,nerd
5255,faith
5255,gift
5255,bell
5255,beard
5255,north pole
5255,chute
5255,trestle
5255,ticket
5255,christmas
47933,alternate history
47933,alien invasion
10191,flying
10191,blacksmith
10191,arena
10191,island
10191,night
10191,ship
10191,training
10191,village
10191,forest
10191,viking
10191,friendship
10191,ignorance
10191,flight
10191,nest
10191,dragon
10191,battle
10191,combat
10191,well
10191,warrior
296,saving the world
296,artificial intelligence
296,man vs machine
296,cyborg
296,killer robot
296,sun glasses
296,leather jacket
296,nanotechnology
296,rocket launcher
296,firemen
296,veterinarian
296,fire engine
296,dystopia
296,psychiatrist
118340,marvel comic
118340,spaceship
118340,space
118340,outer space
118340,orphan
118340,adventurer
118340,aftercreditsstinger
118340,duringcreditsstinger
118340,marvel cinematic universe
157336,saving the world
157336,artificial intelligence
157336,father son relationship
157336,single parent
157336,nasa
157336,expedition
157336,wormhole
157336,space travel
157336,famine
157336,black hole
157336,dystopia
157336,race against time
157336,quantum mechanics
157336,spaceship
157336,space
157336,rescue
157336,family relationships
157336,farmhouse
157336,robot
157336,astronaut
157336,scientist
157336,father daughter relationship
157336,single father
157336,farmer
157336,space station
157336,imax
157336,astrophysics
157336,zero gravity
157336,courage
157336,time paradox
157336,relativity
27205,loss of lover
27205,dream
27205,kidnapping
27205,sleep
27205,subconsciousness
27205,heist
27205,redemption
27205,female hero
315011,monster
315011,godzilla
315011,giant monster
315011,destruction
315011,kaiju
315011,toyko
49051,riddle
49051,elves
49051,dwarves
49051,orcs
49051,middle-earth (tolkien)
49051,hobbit
49051,mountains
49051,wizard
49051,journey
49051,ring
49051,goblin
49051,courage
49051,giant
49051,tunnel
49051,underground lake
49051,buried treasure
49051,climbing a tree
49051,invisibility
49051,ancient
49051,gnomes
9799,street gang
9799,car race
9799,undercover
9799,auto-tuning
9799,los angeles
9799,car
9799,automobile racing
9799,aftercreditsstinger
9799,duringcreditsstinger
4922,diary
4922,navy
4922,funeral
4922,tea
4922,travel
4922,hospital
49538,cia
49538,mutant
49538,mine
49538,marvel comic
49538,superhero
49538,based on comic book
49538,superhuman
49538,historical fiction
49538,nuclear war
49538,cuban missile crisis
49538,world war iii
49538,1960s
131634,revolution
131634,strong woman
131634,dystopia
131634,game of death
131634,3d
131634,based on young adult novel
27022,witch
27022,fire
27022,wolf
27022,fountain
27022,magic
27022,book
27022,castle
27022,water
27022,apprentice
27022,training
27022,merlin
27022,love
27022,mission
27022,sorcerer
27022,dragon
27022,aftercreditsstinger
27022,apprendista
27022,morgana
503,new year's eve
503,fire
503,drowning
503,cataclysm
503,loss of father
503,atlantic ocean
503,ball
503,self-abandonment
503,shipwreck
503,giant wave
503,blackout
503,ship
503,daughter
503,single
503,escape
503,capsized ship
241259,based on novel
241259,clock
241259,queen
241259,sequel
241259,alice in wonderland
241259,dark fantasy
241259,mad hatter
241259,3d
810,ambush
810,sadness
810,stage
810,liberation of prisoners
810,island
810,traitor
810,shipwreck
810,prince
810,ship
810,donkey
810,kingdom
810,theatre play
810,transformation
810,conciliation
810,tricks
810,heir to the throne
810,assault
810,boarding school
810,coup d'etat
810,teacher
810,best friend
810,dragon
810,cowardliness
810,pregnancy
810,capture
810,duringcreditsstinger
68735,video game
68735,elves
68735,orcs
68735,magic
68735,chase
68735,based on comic book
68735,sorcerer
68735,fictional war
68735,based on video game
68735,wizard
68735,fictional language
68735,muscles
68735,orc
68735,sword and sorcery
87101,saving the world
87101,artificial intelligence
87101,cyborg
87101,killer robot
87101,future
87101,time travel
87101,dystopia
87101,sequel
87101,fiction
87101,duringcreditsstinger
87101,3d
10140,based on novel
10140,magic
10140,good vs evil
10140,king
10140,narnia
10140,fantasy world
10140,knife held to throat
10140,snowing
10140,quest
676,nurse
676,patriotism
676,hawaii
676,world war ii
676,pilot
676,pearl harbor
676,u.s. air force
676,airplane
676,war
676,army
676,love
676,pin-up
1858,destroy
1858,transformation
1858,alien
1858,based on toy
1858,transformers
1858,robot
1858,duringcreditsstinger
1858,teenage hero
1966,aristotle
1966,egypt
1966,greece
1966,persia
1966,elephant
1966,campaign
1966,alexander the great
1966,homosexuality
1966,gay relationship
1966,ancient world
675,prophecy
675,witch
675,loss of lover
675,magic
675,cutting the cord
675,child hero
675,dying and death
675,broom
675,sorcerer's apprentice
675,school of witchcraft
675,black magic
675,death of a friend
675,sorcery
675,occultism
674,magic
674,dying and death
674,broom
674,sorcerer's apprentice
674,school of witchcraft
674,chosen one
674,black magic
674,boarding school
674,vision
674,tournament
674,teenager
674,wizard
674,teenage hero
674,based on young adult novel
8960,flying
8960,alcohol
8960,love of one's life
8960,forbidden love
8960,lovers
8960,affection
8960,advertising expert
8960,alcoholism
8960,invulnerability
8960,superhero
8960,pokies
8960,duringcreditsstinger
6479,saving the world
6479,lost civilisation
6479,post-apocalyptic
6479,dystopia
6479,matter of life and death
6479,alone
6479,helplessness
6479,virus
6479,pandemic
118,london england
118,father son relationship
118,chocolate
118,factory worker
118,based on novel
118,parents kids relationship
118,candy
118,overweight child
118,grandfather grandson relationship
118,teacher
2062,paris
2062,brother brother relationship
2062,expensive restaurant
2062,river
2062,cook
2062,mouse
2062,confidence
2062,roof
2062,window
2062,leaving one's family
2062,work
2062,restaurant critic
2062,kitchen
2062,spice
2062,court
2062,cookbook
2062,family
2062,chef
2062,rat
272,himalaya
272,martial arts
272,dc comics
272,crime fighter
272,secret identity
272,undercover
272,hero
272,loss of father
272,society
272,gotham city
272,vigilante
272,superhero
272,based on comic book
272,rivalry
272,tragic hero
272,ninja
272,good vs evil
272,crime
272,super powers
272,haunted by the past
272,evil doctor
272,escapade
272,master villain
272,fighting crime
272,unfulfillment
272,love and romance
272,unfulfilled love
10527,africa
10527,jealousy
10527,dance
10527,hunger
10527,lion
10527,zoo
10527,hippopotamus
10527,chimp
10527,penguin
10527,volcano
10527,madagascar
10527,airplane
10527,zebra
10527,sequel
10527,shark
10527,imax
10527,duringcreditsstinger
18360,museum
18360,theodore roosevelt
18360,duringcreditsstinger
18360,amelia earhart
18360,smithsonian
2080,corruption
2080,mutant
2080,boxer
2080,army
2080,marvel comic
2080,superhero
2080,aftercreditsstinger
2080,duringcreditsstinger
605,saving the world
605,artificial intelligence
605,man vs machine
605,flying
605,philosophy
605,fortune teller
605,kung fu
605,underground world
605,killer robot
605,temple
605,subway
605,dream
605,sun
605,hero
605,fight
605,sunlight
605,computer virus
605,key
605,future
605,precognition
605,super computer
605,machine town
605,ying yang
605,dying and death
605,virtual reality
605,dystopia
605,computer
605,faith
605,world religion
605,truth
605,rescue
605,mission
605,cyberpunk
605,woman director
605,yin yang
605,gnosticism
109445,queen
109445,musical
109445,princess
109445,betrayal
109445,snowman
109445,animation
109445,reindeer
109445,curse
109445,snow
109445,troll
109445,mountain climber
109445,aftercreditsstinger
109445,woman director
109445,3d
604,saving the world
604,artificial intelligence
604,man vs machine
604,martial arts
604,kung fu
604,underground world
604,dream
604,hero
604,fight
604,computer virus
604,key
604,future
604,plato
604,precognition
604,rave
604,dying and death
604,virtual reality
604,dystopia
604,computer
604,faith
604,world religion
604,truth
604,mission
604,cyberpunk
604,woman director
604,gnosticism
76338,marvel comic
76338,superhero
76338,based on comic book
76338,hostile takeover
76338,norse mythology
76338,aftercreditsstinger
76338,duringcreditsstinger
76338,marvel cinematic universe
76338,3d
76338,asgard
76341,future
76341,chase
76341,post-apocalyptic
76341,dystopia
76341,australia
76341,rescue
76341,survival
76341,on the run
76341,convoy
76341,peak oil
76341,dark future
13448,rome
13448,vatican
13448,based on novel
13448,symbolism
13448,christian
13448,illuminati
13448,quantum mechanics
13448,prequel
13448,anti matter
13448,conspiracy
13448,investigator
13448,catholicism
13448,cern
10195,new mexico
10195,banishment
10195,shield
10195,marvel comic
10195,hammer
10195,superhero
10195,based on comic book
10195,redemption
10195,norse mythology
10195,aftercreditsstinger
10195,marvel cinematic universe
10195,3d
10195,asgard
10195,odin
10195,heimdall
13053,hamster
13053,kids and family
13053,animal
13053,cat vs dog
13053,duringcreditsstinger
13053,dog cat friendship
13053,animal lead
13053,girl dog relationship
19585,dyr
19585,duringcreditsstinger
57165,underworld
57165,hades
57165,mythology
57165,greek mythology
57165,zeus
57165,perseus
57165,gods
57165,ancient greece
57165,based on greek myth
57165,ares
57165,3d
62213,witch
62213,imprisonment
62213,vampire
62213,curse
62213,fish out of water
62213,chains
62213,gothic
62213,madness
62213,old house
62213,lost love
62213,angry mob
62213,18th century
62213,ghost
62213,hidden room
62213,old mansion
177677,london england
177677,spy
177677,austria
177677,villain
177677,sequel
177677,mission
177677,conspiracy
177677,vienna opera
177677,vienna
7978,father son relationship
7978,victorian england
7978,remake
7978,rural setting
7978,werewolf
5559,factory worker
5559,tennis
5559,flower
5559,florist
5559,flower shop
5559,pilot
5559,college
5559,airplane
5559,beehive
5559,court
5559,aftercreditsstinger
49444,martial arts
49444,hope
49444,fleet
49444,panda
49444,mission
49444,woman director
10196,fire
10196,ice
10196,war ship
10196,prince
10196,kingdom
10196,water
10196,village
10196,arrest
10196,remake
10196,attack
10196,avatar
10196,air
10196,spirit
10196,world
10196,domination
10196,cheering
956,berlin
956,cia
956,vatican
956,white house
956,secret identity
956,secret
956,explosive
956,mobile phone
956,map
956,traitor
956,mask
956,honeymoon
956,shanghai
956,pretended murder
956,secret mission
956,letter
956,funeral
956,covered investigation
956,to shoot dead
956,secret agent
956,video
956,stamp
956,hard drive
956,e-mail
956,decipherment
956,suitcase
956,computer
956,revenge
956,murder
956,mission
956,hospital
956,duel
956,disguise
956,celebration
956,good and bad
956,research laboratory
956,blast
117251,usa president
117251,conspiracy
117251,secret service
117251,the white house
50321,boy
50321,alien
50321,rescue
50321,martian
50321,alien abduction
50321,alien invasion
50321,based on children's book
50321,duringcreditsstinger
11619,london england
11619,underworld
11619,return
11619,ship
11619,frog
11619,girlfriend
11619,rubin
266647,flying
266647,magic
266647,fairy tale
266647,peter pan
266647,mermaid
266647,pirate
266647,fantasy world
82703,father son relationship
82703,egypt
82703,intelligence
82703,adoption
82703,time travel
82703,boy
82703,child prodigy
82703,friendship
82703,growing up
82703,children
82703,talking animal
82703,talking dog
82703,dog
82703,first love
82703,ancient egypt
82703,time traveler
82703,duringcreditsstinger
82703,new school
82703,george washington
82703,gags
82703,trouble
82703,time paradox
82703,prodigy
652,brother brother relationship
652,adultery
652,mythology
652,beauty
652,trojan war
652,bravery
652,wall
652,fraud
652,hostility
652,epic
652,sword fight
652,battlefield
652,ancient world
652,pyre
652,ancient greece
652,trojan horse
652,trojan
652,bronze age
652,sparta greece
652,helen of troy
652,homer's iliad
80321,madagascar
80321,3d
36669,laser
36669,british secret service
36669,secret service agent
36669,space based weapon
43074,female friendship
43074,ghost hunting
43074,reboot
43074,ghost
95,saving the world
95,paris
95,moon
95,cataclysm
95,asteroid
95,self sacrifice
95,nasa
95,space marine
95,loss of father
95,daughter
95,space
95,wedding
95,astronaut
95,eiffel tower paris
95,duringcreditsstinger
95,disaster movie
95,space centre
608,saving the world
608,secret identity
608,sun glasses
608,undercover
608,space marine
608,illegal immigration
608,deportation
608,new identity
608,flying saucer
608,light
608,firearm
608,alien
608,fictional government agency
2310,denmark
2310,nordic mythology
2310,lie
2310,pride and vanity
2310,folk hero
2310,human weakness
2310,viking
2310,alienation
2310,festival hall
2310,sin
2310,royalty
2310,curse
2310,battle
2310,ancient world
2310,adult animation
2310,motion capture
140300,china
140300,martial arts
140300,kung fu
140300,village
140300,panda
140300,sequel
140300,talking animal
140300,anthropomorphism
140300,dragon
140300,ancient china
140300,wuxia
140300,woman director
56292,fight
56292,sequel
56292,mission
56292,explosion
56292,broken arm
56292,imax
56292,nuclear threat
81188,dream
81188,santa claus
81188,nightmare
81188,easter bunny
81188,tooth fairy
81188,jack frost
81188,sandman
81188,duringcreditsstinger
7552,based on novel
7552,desperation
7552,robber
7552,hold-up robbery
7552,remake
7552,suburbia
7552,loss of job
7552,humiliation
7552,unemployment
7552,bankruptcy
7552,travel agent
7552,riches to rags
7552,bearer bonds
7552,comeuppance
616,japan
616,war crimes
616,sense of guilt
616,swordplay
616,general
616,samurai
616,war veteran
616,katana
616,sword
616,arms deal
616,homeland
616,emperor
616,language barrier
616,self-discovery
616,mountain village
616,foreign legion
616,mercenary
616,campaign
616,commercial agreement
616,insurgence
616,leader
616,war strategy
616,gettysburg
616,loss of husband
616,slaughter
616,soldier
616,alcoholic
616,u.s. soldier
616,japanese army
616,19th century
616,war trauma
147441,moses
147441,bible
147441,ancient egypt
147441,3d
147441,ramses
13475,spacecraft
13475,teleportation
13475,space mission
13475,parachute
13475,time travel
13475,black hole
13475,supernova
13475,prequel
13475,warp speed
13475,futuristic
13475,warp engine
13475,romulans
13475,outer space
13475,vulcan
13475,alternate reality
13475,space opera
13475,reboot
557,loss of lover
557,spider
557,thanksgiving
557,bad boss
557,hostility
557,marvel comic
557,superhero
557,pokies
557,evil
557,reference to superman
557,goblin
82702,father son relationship
82702,wife husband relationship
82702,sacrifice
82702,viking
82702,sequel
82702,rescue
82702,dragon
82702,mother son relationship
82702,death of husband
82702,warrior
82702,3d
205584,egypt
205584,underworld
205584,fight
205584,mythology
205584,nile
205584,war
205584,thief
205584,rescue
205584,desert
205584,gods
205584,egyptian mythology
205584,egyptian
205584,myth
10048,artificial intelligence
10048,u.s. navy
10048,aftercreditsstinger
13183,dc comics
13183,secret identity
13183,mass murder
13183,retirement
13183,based on comic book
13183,conspiracy
13183,nuclear war
13183,doomsday
13183,soviet
13183,masked vigilante
13183,doomsday clock
13183,red square
13183,death of superhero
13183,american president
13183,1980s
944,lapd
944,house on fire
944,revolver
1927,california
1927,san francisco
1927,monster
1927,general
1927,gun
1927,dna
1927,mutation
1927,psychology
1927,berkeley
1927,transformation
1927,frog
1927,president
1927,marvel comic
1927,superhero
1927,golden gate bridge
1927,doctor
1927,fear
1927,scientist
1927,dog
