id,title,tagline,overview,release_year,runtime,revenue,budget,popularity,vote_average,vote_count,image_url
57201,The Lone Ranger,Never Take Off the Mask,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",2013,149,89289910,255000000,49.046956,5.9,2311,https://image.tmdb.org/t/p/w500//xRmsqvHnaWmrazJl9bTBqs4LAjp.jpg
49521,Man of Steel,You will believe that a man can fly.,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",2013,143,662845518,225000000,99.398009,6.5,6359,https://image.tmdb.org/t/p/w500//dksTL9NXc3GqPBRHYHcy1aIwjS.jpg
2454,The Chronicles of Narnia: Prince Caspian,Hope has a new face.,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",2008,150,419651413,225000000,53.978602,6.3,1630,https://image.tmdb.org/t/p/w500//qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg
24428,The Avengers,Some assembly required.,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012,143,1519557910,220000000,144.448633,7.4,11776,https://image.tmdb.org/t/p/w500//RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
1865,Pirates of the Caribbean: On Stranger Tides,Live Forever Or Die Trying.,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",2011,136,1045713802,380000000,135.413856,6.4,4948,https://image.tmdb.org/t/p/w500//keGfSvCmYj7CvdRx36OdVrAEibE.jpg
41154,Men in Black 3,They are back... in time.,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",2012,106,624026776,225000000,52.035179,6.2,4160,https://image.tmdb.org/t/p/w500//90DdoEStzeObs96fsYf4GG544iN.jpg
122917,The Hobbit: The Battle of the Five Armies,Witness the defining chapter of the Middle-Earth saga,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2014,144,956019788,250000000,120.965743,7.1,4760,https://image.tmdb.org/t/p/w500//xT98tLqatZPQApyRmlPL12LtiWp.jpg
1930,The Amazing Spider-Man,The untold story begins.,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",2012,136,752215857,215000000,89.866276,6.5,6586,https://image.tmdb.org/t/p/w500//BgcvtsVWLQfjHD6Dr3YYgeSLYk.jpg
20662,Robin Hood,"Rise and rise again, until lambs become lions.","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",2010,140,310669540,200000000,37.668301,6.2,1398,https://image.tmdb.org/t/p/w500//9NS5QGOfck24yL3bZqWeW06PgPC.jpg
57158,The Hobbit: The Desolation of Smaug,Beyond darkness... beyond desolation... lies the greatest danger of all.,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013,161,958400000,250000000,94.370564,7.6,4524,https://image.tmdb.org/t/p/w500//xQYiXsheRCDBA39DOrmaw1aSpbk.jpg
2268,The Golden Compass,There are worlds beyond our own - the compass will show the way.,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",2007,113,372234864,180000000,42.990906,5.8,1303,https://image.tmdb.org/t/p/w500//6DTH9poR8RAw859L6OuokT7z993.jpg
254,King Kong,The eighth wonder of the world.,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",2005,187,550000000,207000000,61.22601,6.6,2337,https://image.tmdb.org/t/p/w500//6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg
597,Titanic,Nothing on Earth could come between them.,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",1997,194,1845034188,200000000,100.025899,7.5,7562,https://image.tmdb.org/t/p/w500//9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
271110,Captain America: Civil War,Divided We Fall,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",2016,147,1153304495,250000000,198.372395,7.1,7241,https://image.tmdb.org/t/p/w500//rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
44833,Battleship,The Battle for Earth Begins at Sea,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",2012,131,303025485,209000000,64.928382,5.5,2114,https://image.tmdb.org/t/p/w500//9b0Im7SfedHiajTwzSL9zGyBI7M.jpg
135397,Jurassic World,The park is open.,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",2015,124,1513528810,150000000,418.708552,6.5,8662,https://image.tmdb.org/t/p/w500//A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg
37724,Skyfall,Think on your sins.,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",2012,143,1108561013,200000000,93.004993,6.9,7604,https://image.tmdb.org/t/p/w500//d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg
558,Spider-Man 2,There's a hero in all of us.,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",2004,127,783766341,200000000,35.149586,6.7,4321,https://image.tmdb.org/t/p/w500//olxpyq9kJAZ2NU1siLshhhXEPR7.jpg
68721,Iron Man 3,Unleash the power behind the armor.,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2013,130,1215439994,200000000,77.68208,6.8,8806,https://image.tmdb.org/t/p/w500//qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
12155,Alice in Wonderland,You're invited to a very important date.,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",2010,108,1025491110,200000000,78.530105,6.4,4645,https://image.tmdb.org/t/p/w500//o0kre9wRCZz3jjSjaru7QU0UtFz.jpg
36668,X-Men: The Last Stand,Take a Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",2006,104,459359555,210000000,3.857526,6.3,3525,https://image.tmdb.org/t/p/w500//a2xicU8DpKtRizOHjQLC1JyCSRS.jpg
62211,Monsters University,School never looked this scary.,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,2013,104,743559607,200000000,89.186492,7.0,3528,https://image.tmdb.org/t/p/w500//y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg
8373,Transformers: Revenge of the Fallen,Revenge is coming.,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2009,150,836297228,150000000,21.939663,6.0,3138,https://image.tmdb.org/t/p/w500//pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg
91314,Transformers: Age of Extinction,This is not war. It's extinction.,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",2014,165,1091405097,210000000,116.840296,5.8,3095,https://image.tmdb.org/t/p/w500//jyzrfx2WaeY60kYZpPYepSjGz4S.jpg
68728,Oz: The Great and Powerful,"In Oz, nothing is what it seems","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",2013,130,491868548,200000000,46.985445,5.7,3530,https://image.tmdb.org/t/p/w500//tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg
102382,The Amazing Spider-Man 2,No more secrets.,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",2014,142,705717432,200000000,89.270217,6.5,4179,https://image.tmdb.org/t/p/w500//kV61FAIsRWZP6JhgWFOKug9RbBx.jpg
20526,TRON: Legacy,The Game Has Changed.,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",2010,125,400062763,170000000,73.79505,6.3,2841,https://image.tmdb.org/t/p/w500//vuifSABRpSnxCAOxEnWpNbZSXpp.jpg
49013,Cars 2,Ka-ciao!,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,2011,106,559852396,200000000,49.98659,5.8,2033,https://image.tmdb.org/t/p/w500//okIz1HyxeVOMzYwwHUjH2pHi74I.jpg
44912,Green Lantern,"In our darkest hour, there will be light.","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",2011,114,219851172,200000000,51.872839,5.1,2487,https://image.tmdb.org/t/p/w500//fj21HwUprqjjwTdkKC1XZurRSpV.jpg
10193,Toy Story 3,No toy gets left behind.,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2010,103,1066969703,200000000,59.995418,7.6,4597,https://image.tmdb.org/t/p/w500//AbbXspMOwdvwWZgVN0nabZq03Ec.jpg
534,Terminator Salvation,The End Begins.,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",2009,115,371353001,200000000,71.862892,5.9,2463,https://image.tmdb.org/t/p/w500//gw6JhlekZgtKUFlDTezq3j5JEPK.jpg
168259,Furious 7,Vengeance Hits Home,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015,137,1506249360,190000000,102.322217,7.3,4176,https://image.tmdb.org/t/p/w500//ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg
72190,World War Z,Remember Philly!,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013,116,531865000,200000000,81.834855,6.7,5560,https://image.tmdb.org/t/p/w500//kocvIT68A1NoqxmQVXUqlGLAG3Q.jpg
127585,X-Men: Days of Future Past,"To save the future, they must alter the past",The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,2014,131,747862775,250000000,118.078691,7.5,6032,https://image.tmdb.org/t/p/w500//tYfijzolzgoMOtegh1Y7j2Enorg.jpg
54138,Star Trek Into Darkness,Earth Will Fall,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",2013,132,467365246,190000000,78.291018,7.4,4418,https://image.tmdb.org/t/p/w500//7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg
81005,Jack the Giant Slayer,Prepare for a giant adventure,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",2013,114,197687603,195000000,43.349855,5.5,2598,https://image.tmdb.org/t/p/w500//9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg
64682,The Great Gatsby,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",2013,143,351040419,105000000,61.196071,7.3,3769,https://image.tmdb.org/t/p/w500//tyxfCBQv6Ap74jcu3xd7aBiaa29.jpg
9543,Prince of Persia: The Sands of Time,Defy the Future,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",2010,116,335154643,150000000,62.169881,6.2,2317,https://image.tmdb.org/t/p/w500//siNGMLdOUNYLEGtlsnmQcpO2XZX.jpg
68726,Pacific Rim,"To Fight Monsters, We Created Monsters","When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",2013,131,407602906,180000000,56.523205,6.7,4794,https://image.tmdb.org/t/p/w500//mmznhaQDwlHWpUwKuNxtQiubbmM.jpg
38356,Transformers: Dark of the Moon,The invasion we always feared. An enemy we never expected.,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",2011,154,1123746996,195000000,28.529607,6.1,3299,https://image.tmdb.org/t/p/w500//28YlCLrFhONteYSs9hKjD1Km0Cj.jpg
217,Indiana Jones and the Kingdom of the Crystal Skull,The adventure continues . . .,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",2008,122,786636033,185000000,75.674458,5.7,2495,https://image.tmdb.org/t/p/w500//56As6XEM1flWvprX4LgkPl8ii4K.jpg
105864,The Good Dinosaur,Little Arms With Big Attitude,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,2015,93,331926147,175000000,51.692953,6.6,1736,https://image.tmdb.org/t/p/w500//uFGLkizYHzAE5cEtWtyL6FBcBdJ.jpg
62177,Brave,Change your fate.,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",2012,93,538983207,185000000,125.114374,6.7,4641,https://image.tmdb.org/t/p/w500//1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg
188927,Star Trek Beyond,,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",2016,122,343471816,185000000,65.352913,6.6,2568,https://image.tmdb.org/t/p/w500//yOnd3XQIg7JBmu0UuBjZyLdsxQD.jpg
10681,WALL·E,An adventure beyond the ordinar-E.,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",2008,98,521311860,180000000,66.390712,7.8,6296,https://image.tmdb.org/t/p/w500//hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg
5174,Rush Hour 3,The Rush Is On!,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",2007,91,258022233,140000000,22.57178,6.1,783,https://image.tmdb.org/t/p/w500//rZ7IxJlPhNNJ6Rn8z1rzsXuA70P.jpg
14161,2012,We Were Warned.,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",2009,158,769653595,200000000,45.274225,5.6,4903,https://image.tmdb.org/t/p/w500//zaqam2RNscH5ooYFWInV6hjx6y5.jpg
17979,A Christmas Carol,Season's Greedings,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",2009,96,325233863,200000000,39.744242,6.6,1095,https://image.tmdb.org/t/p/w500//t41VHjYItCYHBh2hijsTID44cNv.jpg
76757,Jupiter Ascending,Expand your universe.,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",2015,124,183987723,176000003,85.36908,5.2,2768,https://image.tmdb.org/t/p/w500//2NCcAZ3M3F0FxENYmammBknwpVn.jpg
258489,The Legend of Tarzan,Human. Nature.,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",2016,109,356743061,180000000,42.741719,5.5,2430,https://image.tmdb.org/t/p/w500//eJrfz178xBGlxjDGxnBXTzWWa4w.jpg
